Worrolocking Tank,-31.18333,117.88333
Worrills Pass,-24.3,131.1
Worrenopping Well,-31.96667,117.61667
Worrangerup Swamp,-34.36667,117.33333
Wornanya Rock,-32.3,123.85
Worlds End Creek,-33.83266,139.0567
Worland Hill,-32.36667,118.88333
Workanda Creek,-35.01667,138.63333
Worindate Creek,-16.86667,129.73333
Wordarbie Well,-26.35,117.76667
Woralanna Wells,-26.4,132.83333
Wootoona,-33,135.03333
Woorunyan Woorie Waterhole,-14.43333,135.4
Woorrdt Pool,-23.4,114.53333
Wooroo Pool,-21.66667,115.93333
Wooroona Downs,-20.5,138.03333
Wooroona Creek,-20.28333,138.03333
Wooroona Bore,-20.33333,138.1
Wooroo Creek,-21.63333,115.96667
Woorong Creek,-29.43333,134.13333
Lake Woorong,-29.40182,134.13854
Wooroloo Brook,-31.75,116.08333
Wooroloo,-31.8038,116.31311
Woorogwing Pool,-27.6,116.18333
Wooroberdinner Well,-25.4,120.05
Woorkakanin Rock,-32.48333,118.3
Woorkabing Hill,-32.65,117.43333
Woora Woora Hills,-22.68333,121.48333
Woorana Waterhole,-27.63333,136.66667
Wooramel River,-25.88333,114.25
Wooramel,-25.7404,114.2844
Woorabbing Spring,-31.56667,117.33333
Woonwoorring Well,-31.55,117.21667
Woonthaling Well,-23.81667,114.65
Woonooma Tank,-32.06667,133.2
Woonjedie,-28.2,116.86667
Woonigan,-21.2,139.7
Woongoon Pool,-26.56667,116.68333
Woongarra,-35.38333,138.91667
Woongaring Hills,-30.46667,118.95
Woondlin Rock,-32.56667,118.03333
Woondingellup Pool,-33.78333,118.71667
Woonderang Well,-26.28333,113.95
Woondadying Hill,-29.71667,115.86667
Woonanup Swamp,-34.73333,117.31667
Woonana Pool,-27.55,114.28333
Woonana Gully,-27.55,114.28333
Woonalyaria Waterhole,-16.68333,134.65
Woomera,-31.19981,136.83258
Woomatanna Soak,-26.08333,132.45
Woolyeenyer,-32.26667,121.78333
Woolybutt Creek,-16.81667,125.68333
Woolunga Creek,-11.26667,130.38333
Woolundunga Creek,-32.55,137.9
Woolundra,-31.61667,117.8
Mount Wooltarlinna,-27.0372,129.86711
Wooltana Creek,-30.48333,139.55
Wooltana,-30.41667,139.41667
Woolshed Waterhole,-27.9,136.25
Woolshed Flat,-32.45,137.96667
Woolshed Creek,-34.53333,135.43333
Woolshed,-32.43333,137.48333
Woolpoo Hill,-27.91667,138.4
Lake Wooloomber,-22.08333,124
Wooloo Hill,-28.41667,139
Woolnong Spring,-17.08333,123.26667
Woolnomulla Bluff,-30.15,136.23333
Woolmit,-37.03333,139.95
Woollamullah Spring,-27.7,114.16667
Woolla Downs,-22.18333,133.9
Woolkabin Gully,-33.38333,117.61667
Wooliancubbing Spring,-31.4,118.18333
